id,budget,popularity,runtime,revenue,month,day,year
1,16.454567959008102,2.0249052312377693,93.0,16.326300330915824,2,20,2015
2,17.50439003707821,2.2245040849290247,113.0,18.370959224205944,8,6,2004
3,15.009433329466965,4.178991883143016,105.0,16.38751199098573,10,10,2014
4,13.997832948091215,1.429099028844006,122.0,16.588099342704055,3,9,2012
5,0.0,0.7645697645700023,118.0,15.18261470922214,2,5,2009
6,15.894952224644102,0.5557649544127119,83.0,14.997740387737252,8,6,1987
7,16.454567959008102,2.114624908978744,92.0,18.263396044879872,8,30,2012
8,0.0,1.0814810500338026,84.0,14.765820807889137,1,15,2004
9,0.0,2.0671694213081877,100.0,17.351454194007484,2,16,1996
10,15.607270193858982,1.7355481361772445,91.0,16.74671748362726,4,16,2003
11,13.815511557963774,2.758367199067464,119.0,18.57969228775781,11,21,1976
12,0.0,2.4461441649654128,98.0,16.935318648253194,7,10,1987
13,16.52356082573315,3.0785363037265348,122.0,19.691274093623488,9,15,1999
14,17.78580249038432,2.6612543569539397,118.0,18.371764800373036,3,4,2005
15,18.440483381052466,3.0757471193009263,145.0,19.69708469770741,6,20,2002
16,13.122365377402328,0.7023432666459891,97.0,5.293304824724492,10,6,2010
17,17.073607134447293,1.9929200901116908,85.0,17.87408637811931,8,4,2005
18,0.0,1.645491693069254,111.0,14.025978107156048,12,25,2013
19,15.894952224644102,2.014404096100162,96.0,14.374816583642607,2,2,2011
20,17.281246492014,2.5144378626521977,87.0,18.260132107446047,8,2,2005
21,18.197537205138154,2.564993894931267,130.0,18.729336992463118,4,3,1998
22,15.201805169084134,2.196367543520966,95.0,17.418016649695787,8,13,1982
23,0.0,2.1771110950629704,116.0,11.516379492941743,7,28,2012
24,0.0,0.8430027926322896,92.0,9.741674256373525,9,2,2011
25,0.0,2.132339566548412,87.0,15.414437018146035,9,9,2006
26,0.0,0.8119816632521071,95.0,15.944150989797505,10,23,1992
27,16.118095750958314,1.668788311008098,110.0,16.44272163989704,9,8,1997
28,16.213405921671733,2.47164332954096,93.0,15.87564197854684,9,7,2013
29,15.607270193858982,2.0488767873881457,84.0,15.581892046457524,8,8,1986
30,17.622173069956816,2.176865395192119,89.0,18.36871106297223,4,7,2002
31,16.380459992348886,2.8383132000089475,112.0,19.871078075121222,11,2,2011
32,0.0,1.90148942496382,117.0,17.399029524198163,5,2,2005
33,18.31532023940565,2.668092069456066,106.0,18.80551387574951,10,21,2015
34,0.0,2.2251483867472035,125.0,8.877939834725023,10,2,2014
35,18.757152987716434,2.3719349274288093,91.0,19.36855631746733,8,8,2007
36,17.216707972959764,2.222933692083364,94.0,17.513007450073736,4,16,2012
37,0.0,1.1315630662791192,105.0,11.928736865132537,1,28,2000
38,17.72753358339242,2.68624375951047,127.0,19.061795204185188,3,10,1995
39,0.0,0.2846223964133208,90.0,11.430641079947755,9,13,2013
40,15.150511887854474,1.4001814870716887,123.0,9.607370001263245,4,7,1965
41,0.0,1.3715933285319293,118.0,12.001511614739405,4,26,2006
42,14.914123179965662,2.371991092465212,126.0,16.601618359255742,6,22,1967
43,17.034386422832473,1.3792694944205581,108.0,17.008566828481705,3,3,2000
44,15.607270193858982,2.3401783286778697,92.0,13.836216698538003,9,5,2014
45,16.52356082573315,1.8893856015065646,88.0,17.66937547592761,2,4,2005
46,15.178239677022763,1.2184873567201466,95.0,15.274125813221904,10,9,2009
47,18.197537205138154,2.8705107722305017,91.0,20.309174803787407,3,23,2006
48,17.599700214609808,3.0600593035788934,167.0,18.863827676603687,12,25,2015
49,0.0,2.301022472738696,94.0,13.390789233250414,3,24,2017
50,17.453096744006448,2.2089014696292772,118.0,18.603002309079653,11,17,1994
51,13.235693848424024,0.9450352220710996,102.0,14.220976332738882,1,30,2008
52,16.300417291085605,1.6998866582300463,160.0,17.047631635898284,7,1,1965
53,0.0,0.6994597145274234,97.0,16.213405921671733,6,24,1980
54,0.0,1.8579901516028996,98.0,16.67854275040142,1,15,1988
55,16.811242881518265,2.278272010872873,107.0,17.64566318153949,2,19,2016
56,0.0,2.314782204874052,95.0,17.411402659919723,7,2,1993
57,0.0,1.373204055702274,97.0,13.870887552685641,8,5,2009
58,18.643824303266577,2.8925263240395505,125.0,19.28865111788086,6,20,1997
59,0.0,1.058639239247524,95.0,11.691607071843588,6,24,2008
60,16.454567959008102,1.5910863478370354,95.0,17.05351945269176,3,8,2002
61,18.826145858727198,3.180761743971511,144.0,20.21084888268541,11,14,2006
62,15.201805169084134,1.030001844046682,105.0,16.48273883399067,5,30,1956
63,0.0,1.9989920429447003,124.0,17.043635081460696,1,16,1998
64,15.424948670398354,2.168269850382232,100.0,16.454567959008102,7,28,1989
65,16.300417291085605,2.4982093584385363,115.0,16.686524659549985,9,21,2013
66,14.220976332738882,2.284652867405512,92.0,16.28412859905434,2,26,1988
67,16.300417291085605,1.8156688483418828,108.0,12.230477411818724,1,14,2010
68,0.0,1.988360805157415,133.0,11.945493287169603,10,4,2013
69,14.508658238524095,2.7268580200150834,129.0,16.390398593507353,12,25,1962
70,18.258161826219297,1.1752053608774078,104.0,18.88106508710607,6,3,2006
71,17.182806422433504,2.572008689334323,103.0,16.866025765026475,3,4,2005
72,0.0,2.1595793602148063,126.0,16.63428922148404,2,6,2004
73,16.213405921671733,2.2289798867400576,85.0,15.927702889447257,4,5,1990
74,0.0,0.6520939092972861,90.0,9.76388059814971,3,30,2004
75,13.005831808336863,1.2477607640196853,84.0,14.648420115681892,3,31,1976
76,16.648723960844016,2.366990886573704,106.0,17.03127105523471,8,18,2011
77,13.122365377402328,0.5072169202208264,157.0,13.122365377402328,5,5,2000
78,15.607270193858982,2.438163164741234,98.0,17.500541240048012,7,25,1980
79,0.0,1.2901685737981619,122.0,17.388139891531882,12,18,1981
80,14.220976332738882,2.0329557516497165,102.0,13.566819685150076,9,15,2016
81,16.52356082573315,1.7891026095667693,118.0,16.038778704856128,12,14,2002
82,16.14615079900646,1.6769182272504044,104.0,16.26549841472407,10,21,2005
83,17.57671069691365,2.4805603014186963,104.0,18.337025391027108,7,29,2005
84,17.147715103853763,2.1380482465176622,116.0,17.51435662992746,12,6,1984
85,14.508658238524095,2.419473595341448,85.0,16.388250489940827,1,21,2011
86,17.72753358339242,2.1114940766438863,109.0,18.839536476134583,6,9,1995
87,15.894952224644102,2.374128149991998,105.0,18.48139948839795,12,18,1979
88,15.830413711839864,2.5888369932369226,91.0,17.293423518540404,1,30,1995
89,16.811242881518265,2.6847937201143406,126.0,16.392880612060882,3,31,2017
90,0.0,1.6789423330574789,109.0,18.757738473424897,2,5,1993
91,17.216707972959764,3.268117886916404,111.0,19.013725787096668,10,10,2003
92,0.0,1.5752521824525545,106.0,12.279973453369708,3,16,2001
93,17.370858648025116,0.9898266547245836,135.0,16.52356082573315,9,20,1995
94,0.0,2.7293428289072117,96.0,14.817786306967594,5,15,2008
95,16.52356082573315,2.9540795173801473,147.0,16.817092687696285,5,16,2001
96,0.0,0.16717661561748068,72.0,9.571783927990017,12,9,2012
97,14.731801689838349,1.3717782604849813,98.0,8.119398589612294,11,14,2011
98,0.0,0.7139845664264178,158.0,11.19822841866684,6,26,2011
99,16.166885910365842,2.485199523562956,90.0,16.951004817371683,8,31,2012
100,15.607270193858982,1.8763775400995617,120.0,17.6574558465306,4,15,1988
101,15.76142084987672,2.192603025509451,91.0,16.03790481564776,1,26,1990
102,17.909855136853043,2.5600496813209923,135.0,19.563444971118127,12,11,2001
103,0.0,0.7258844213553642,102.0,16.52096205201705,8,18,2007
104,0.0,1.2241544774222377,121.0,15.485206907530323,9,28,2012
105,0.0,0.9518057412266787,117.0,18.82295072641198,2,20,2014
106,16.204273438942487,2.670982885057552,105.0,16.61920185380939,9,8,2013
107,17.249497794707484,2.017985597848489,105.0,16.532473852504896,1,21,2010
108,18.09217669086922,3.079850465149419,177.0,19.162618093443648,5,24,1995
109,16.454567959008102,1.5838730995876467,97.0,16.735181753294004,4,15,1999
110,16.52356082573315,1.4376272422238767,189.0,17.358271822748165,10,10,1966
111,18.132998684833918,2.6487806898752093,123.0,18.029590382341286,10,12,2001
112,17.370858648025116,1.8072561070175799,111.0,16.90813507737768,8,6,2004
113,18.420680753952364,2.5413596806445984,122.0,18.35689670079136,11,20,2015
114,16.811242881518265,1.7262592413543245,106.0,17.760674273034528,3,25,1988
115,18.34811006187022,3.4986484499466184,178.0,20.585575367339324,12,18,2001
116,17.034386422832473,1.792967073114217,86.0,17.543718267525534,5,31,2002
117,0.0,0.9850751016261304,145.0,5.7430031878094825,11,1,2012
118,0.0,2.5141426653116854,100.0,19.351369043639632,3,2,2007
119,0.0,1.6685034842693303,107.0,14.401289653491293,6,18,1993
120,16.358446621791025,1.97172004665793,113.0,16.750150153305523,1,31,1997
121,18.31532023940565,2.2349468393122556,90.0,19.66577381095219,8,3,2001
122,18.826145858727198,2.599235727392867,88.0,19.920303792611403,6,18,1999
123,14.220976332738882,1.0855972931906133,94.0,15.535622743009913,2,9,1990
124,17.034386422832473,2.2374251521485697,115.0,18.326773949941376,3,20,2000
125,15.830413711839864,2.8551277538101965,95.0,17.92182873285675,7,17,2009
126,17.50439003707821,2.7487117347493077,125.0,15.816990693309524,7,3,2008
127,0.0,1.9014965935467882,105.0,16.5563506464056,6,2,1978
128,16.118095750958314,2.184581207952232,111.0,16.301137198496722,12,22,2000
129,16.705882371415992,2.39149382719587,100.0,17.648521372886957,10,14,2005
130,14.690979711984754,1.829482426689665,120.0,15.56141874028948,10,16,1996
131,15.201805169084134,2.4096927714736287,90.0,16.097893045681612,7,24,2013
132,15.607270193858982,2.227654521059415,93.0,8.557759153162898,1,1,2011
133,0.0,0.7323558744102258,97.0,14.712645789110677,9,2,2000
134,17.989897843244528,2.5447121126559256,95.0,19.171062453510984,11,4,2010
135,16.118095750958314,2.552603848920598,100.0,17.312018149733785,9,6,2007
136,14.508658238524095,0.8639413010234098,90.0,12.611541086966115,6,29,2006
137,0.0,1.2499109052267414,92.0,11.700905979615861,5,25,2012
138,16.012735246411598,2.2913500152068504,79.0,15.285864548115635,4,29,1994
139,0.0,2.4199842327496044,93.0,14.935839001443595,2,5,2010
140,18.5159909328476,0.6487228721576969,133.0,19.826070497042362,4,24,2003
141,16.477167789329172,0.46083484915219225,176.0,16.454567959008102,7,18,1968
142,0.0,2.0805049760330325,101.0,17.264443261931465,8,31,2003
143,15.068273812173887,1.8490571511475322,108.0,13.330705120457191,1,22,2016
144,16.705882371415992,2.0379724628456763,98.0,12.853633897869235,11,5,2008
145,15.201805169084134,1.976389054917436,108.0,16.213405921671733,10,26,1967
