id,revenue
3001,1306100.4135001537
3002,198877.3130181293
3003,2447271.9357006312
3004,5138510.201542176
3005,514243.5530559834
3006,4942747.851911509
3007,1882798.9659206131
3008,42357244.441328734
3009,29424343.29122215
3010,259714296.19929814
3011,208239.86663969306
3012,59810.95015076299
3013,13797589.420748046
3014,688215.9858540196
3015,34303059.274009645
3016,71109.81061131154
3017,143866517.6843163
3018,94324812.95197904
3019,14705983.182052275
3020,132008665.512889
3021,29983082.811110985
3022,34051710.02782197
3023,55227.44414940159
3024,23237271.111884765
3025,140454.08179081502
3026,131978340.57270245
3027,2136680.607097461
3028,56984141.70938341
3029,374140.9037376669
3030,34240175.51689162
3031,2175275.190479127
3032,6731487.744483066
3033,700.5188032116005
3034,63177.503950306695
3035,757392.1612758635
3036,9801326.553796913
3037,146287842.0390109
3038,30086058.248747226
3039,70246615.74058315
3040,1250950.2954915836
3041,68461970.62066475
3042,1179694.04659028
3043,4923109.54223399
3044,3867958.9001259035
3045,642189533.9934769
3046,350682.8812158875
3047,382321.75867657404
3048,47791072.31141986
3049,31186440.68587484
3050,61828397.55398168
3051,181.07524367743966
3052,28303597.087542433
3053,141738.34381041123
3054,64270.14259651835
3055,35770548.322969876
3056,44306.76197495011
3057,18616076.889338084
3058,257542590.4794174
3059,563798.3476537515
3060,86338024.24813168
3061,42799819.37738983
3062,6195268.381759316
3063,12773503.760729576
3064,18604232.515862502
3065,31752685.660476312
3066,112216453.70574032
3067,1077154.6665233765
3068,50608950.66500572
3069,172832105.0467007
3070,315719.2721927769
3071,7644100.852538866
3072,588825609.1594056
3073,4705432.437062923
3074,228633.52369873258
3075,48765694.15417898
3076,213628828.85372236
3077,33694027.86518062
3078,93276630.61316633
3079,31811467.16486508
3080,78032572.01590423
3081,18867926.635172788
3082,6170287.384121544
3083,9662546.77748146
3084,5318.715752672421
3085,3992172.795634326
3086,135432427.98349532
3087,82510.89912505854
3088,235937.19412448694
3089,15154.42946836165
3090,30113326.25977102
3091,18095277.010734037
3092,11426003.390283661
3093,142228954.5425461
3094,109847388.25299247
3095,78282426.17181578
3096,4059478.723505476
3097,331483871.0253614
3098,13500699.821898954
3099,16814766.55384108
3100,6363894.329799202
3101,22204132.883404046
3102,618400.3287170697
3103,229148.20131899015
3104,107874.70943403557
3105,40468550.44332096
3106,41155507.45941069
3107,49167455.82095343
3108,7123926.872410358
3109,23677658.27562297
3110,281475070.39155024
3111,4713680.90818572
3112,187195.80262824128
3113,2160460.1061135246
3114,27700228.84288011
3115,10730236.423376314
3116,2378366.3111563316
3117,90145.36346695536
3118,2763754.961299346
3119,190905414.5823323
3120,218816761.10323974
3121,45207.93452574053
3122,800309.1261343812
3123,8926447.887821224
3124,656698.7847743982
3125,775868.2674554099
3126,98153620.13400526
3127,5503211.770359159
3128,15240803.732733892
3129,88160378.25993815
3130,3194692.5691970666
3131,508892.8472123541
3132,7239580.17851878
3133,196312.72234991533
3134,7285365.227997769
3135,2299503.763563251
3136,2951590.6570974835
3137,72644255.76996478
3138,149362.14294795718
3139,43471911.33280017
3140,64041757.47803576
3141,25739780.743157424
3142,95703.77935394309
3143,63907493.39762666
3144,44852719.45861982
3145,12539831.00240898
3146,945943.3009061286
3147,14881123.437633025
3148,484094.0477918334
3149,38206553.43524304
3150,35070389.63830639
3151,8027551.17360472
3152,6213714.332273943
3153,426233.71750193473
3154,11550231.847210882
3155,51235300.35027086
3156,3135982.6783165517
3157,6225219.395720441
3158,261889825.09383062
3159,5733069.416552546
3160,5243327.484611724
3161,105593.47037899299
3162,1423220.009432757
3163,43456754.50306064
3164,1414745.346440429
3165,135973.53094105268
3166,135667.96745628444
3167,47336327.030281186
3168,2583340.8195173764
3169,25829147.797962774
3170,4394843.6234861165
3171,21435395.582456622
3172,13317762.612637822
3173,526730.3708452673
3174,353046.3004424925
3175,2377233.5052524493
3176,10717519.372980911
3177,31173928.61634623
3178,1618827.762850363
3179,3366293.5873288885
3180,16025690.152477937
3181,29288.663331991273
3182,158803816.993247
3183,33301155.968273386
3184,16568659.170298142
3185,80614038.63332023
3186,179719665.7800408
3187,1502490.2183475394
3188,8605313.17104324
3189,71149946.25806913
3190,6701694.954962164
3191,5419394.75443515
3192,42404.81443384454
3193,62048270.816586204
3194,58332120.14427554
3195,182550.97358184948
3196,4285581.758022328
3197,4508969.682021655
3198,164156151.7373265
3199,200671787.71529642
3200,8789475.896422572
3201,1164294.4736063285
3202,1962916.5346451555
3203,828414.6921671611
3204,2191778.9044676754
3205,56013.53254180152
3206,27627295.752156314
3207,45595600.89753015
3208,4201895.46989002
3209,913817.8997515475
3210,473275680.28834116
3211,176244.6474195318
3212,26617738.057443485
3213,127531098.81520325
3214,20543306.791952644
3215,2338084.9419684424
3216,4959094.557326186
3217,277683533.0700262
3218,363896.98361958837
3219,673865.7521847853
3220,119478428.36691546
3221,3537289.8105862816
3222,1151048.4103914113
3223,26206224.016503125
3224,239.56511078376772
3225,551415.8034619219
3226,247893.7089624837
3227,105312566.61800763
3228,67986709.04899925
3229,91704615.02843358
3230,8378633.1408936605
3231,14287184.31806071
3232,18138319.983688865
3233,5145832.478258492
3234,1258129.0546696489
3235,1993210.1552595848
3236,233648.81503948107
3237,28599406.600677263
3238,2132015.2265984667
3239,219916.53197354
3240,112988918.68948725
3241,5902353.419044719
3242,32963730.7136931
3243,518189.7432166382
3244,989334.9675844272
3245,944432.1007428447
3246,12461167.762733432
3247,17394643.56956356
3248,61218420.07064762
3249,41811509.319396764
3250,246566298.82244962
3251,219462.74345150928
3252,10697186.550662719
3253,67803467.66879742
3254,353631.59073115163
3255,80562.00511853614
3256,50576073.25143752
3257,15659894.006421832
3258,29514266.890175052
3259,34426275.87230523
3260,2019950.7704196838
3261,235430834.34583998
3262,10227988.939553868
3263,167281.37130699644
3264,23924.11992401102
3265,23457.88472627047
3266,169156.5600588619
3267,13411322.613907933
3268,49524.161354316704
3269,42163659.21292329
3270,34052647.451819725
3271,1527665.6847524957
3272,6817418.187733744
3273,5570506.015950314
3274,610784230.3483772
3275,21156423.677208498
3276,1354104.934375586
3277,6037305.820022526
3278,48438963.89795612
3279,1642317.0701228883
3280,201175728.61309728
3281,510278.36300699867
3282,502514.0916111435
3283,160588651.50979236
3284,28545049.98220416
3285,31854562.533591054
3286,783319.1913245271
3287,35991210.12082192
3288,17533975.994949516
3289,52092839.829958156
3290,60943087.33830253
3291,6486480.091953265
3292,105673139.60258098
3293,88575717.28816603
3294,7149224.778549334
3295,8075919.743327532
3296,131826.5738251661
3297,2223762.9074015915
3298,44525228.088124774
3299,5663003.042682285
3300,88952095.80211666
3301,564120.8222641909
3302,751090.2141099187
3303,760945.9672267659
3304,5948568.617554283
3305,28139893.291293945
3306,183799.95926870784
3307,78497617.19220276
3308,7095978.1115498105
3309,947139.7606636101
3310,1159885.0721914517
3311,4381684.67188946
3312,1189620.1443941817
3313,195011316.50214753
3314,17154354.207557894
3315,42275924.75417627
3316,22322791.65128645
3317,1876219.7148886677
3318,77384.37918232703
3319,563769.8303011075
3320,25902019.6182459
3321,16696345.413815184
3322,2896131.016848246
3323,140714805.13592187
3324,10881984.804175034
3325,69686013.42740479
3326,262288006.49538973
3327,47276920.714183085
3328,4633532.984570376
3329,4734759.977926921
3330,102700650.75746429
3331,494106.1344722183
3332,69532815.64965652
3333,245850864.61382124
3334,606970.0877670412
3335,36383447.09153323
3336,4334399.029639127
3337,61166.293112787964
3338,25217645.602487236
3339,688134.9208511058
3340,65838786.09725499
3341,4573701.437908002
3342,154769275.71232015
3343,85999216.73111385
3344,441980.4311596679
3345,1218531.7490733892
3346,6562697.075235416
3347,68411.58465452719
3348,16269147.465997064
3349,44901419.085238725
3350,128467734.77799359
3351,46617559.62097394
3352,854967.6507246898
3353,135382245.33204317
3354,102771.10045730922
3355,4423242.696146095
3356,16988602.570917882
3357,71356.38519421707
3358,22992901.448726263
3359,42974244.910327844
3360,13177625.64931286
3361,128682738.01674855
3362,7017370.486730167
3363,7449232.260938396
3364,18744509.71921663
3365,192105.02655849518
3366,79524287.87842098
3367,280009930.4759933
3368,519713.2454842315
3369,23597234.737680223
3370,13736848.3092573
3371,36489416.70609831
3372,24996374.400893427
3373,125935436.51402397
3374,5986394.191901039
3375,33190961.703460068
3376,54605413.057345115
3377,2416240.2433646703
3378,30781056.03676074
3379,70084440.08585718
3380,67680234.67065892
3381,2651941.5289250617
3382,866177.8176047577
3383,3695533.9346104525
3384,24282641.514684167
3385,53596606.63829404
3386,45675.61253098128
3387,3674320.333728315
3388,146637335.57885963
3389,419714590.3911188
3390,328570.0820811226
3391,32369116.614877697
3392,1333685.007526968
3393,5857585.67094577
3394,143144775.26043293
3395,129893549.22401412
3396,7469228.30487247
3397,47606.302809890185
3398,119745540.4306594
3399,61597044.025485724
3400,3139042.6628751275
3401,2320437.781481825
3402,656895.8137380154
3403,15351862.67234977
3404,688205.317000536
3405,4712975.282922321
3406,133605085.40658768
3407,127404547.59686343
3408,50906612.98231997
3409,1424760.9928114046
3410,21216898.960777987
3411,137853812.43999374
3412,12379645.992178092
3413,19235678.061378226
3414,1224041.4703042198
3415,8629847.063953353
3416,2922000.962019292
3417,10656552.02295816
3418,136455721.7179805
3419,168802815.77270344
3420,360041.4349425202
3421,5405718.836949882
3422,1769389.646743514
3423,383852440.99821645
3424,136099.53011598877
3425,1365890.1801017309
3426,2207506.9681836506
3427,17059248.47375477
3428,783958.3985358789
3429,11893856.674076557
3430,391222470.15908533
3431,1698535.6668243504
3432,5758310.107401741
3433,5815087.483079397
3434,1799317.9238139507
3435,272399233.2855828
3436,255381510.55639514
3437,12853052.149323324
3438,9692591.01092386
3439,108017813.74268667
3440,55888883.97669397
3441,25836605.353002723
3442,851495.9197206418
3443,1814202.251114563
3444,338168.06771525554
3445,24363296.286446754
3446,56918.67326655025
3447,5162702.260855776
3448,36390208.16606005
3449,7896932.727043081
3450,40875550.011879
3451,47270054.57599044
3452,14451767.888146944
3453,125359373.97056244
3454,61628042.05744795
3455,3020008.116348847
3456,109924313.50965929
3457,1719016.3777907991
3458,8193402.942073477
3459,450901114.6747601
3460,25046166.471843433
3461,32602001.387094818
3462,12696585.243691996
3463,61576398.4656729
3464,869740.4399778977
3465,23621973.939895805
3466,23103526.752671033
3467,719397.9216337452
3468,57193131.04685704
3469,1154934.165340635
3470,280946.8665687936
3471,23714065.39497331
3472,404260.3394137311
3473,89836780.66591264
3474,70256403.0096087
3475,174109790.72710428
3476,24340668.01684627
3477,15629183.515148938
3478,3585288.91300894
3479,129937539.66700847
3480,3207343.0189740444
3481,2976316.210303516
3482,1229634.285696749
3483,2285074.8293582164
3484,1905310.5107391756
3485,76679645.61200032
3486,215323637.01147512
3487,64188055.91703401
3488,12553292.009871205
3489,3228454.159126353
3490,17916607.698093854
3491,17622752.6273704
3492,5101624.217924369
3493,75269944.25735374
3494,3480445.7161596254
3495,86609347.12293212
3496,2547298.955589988
3497,66704416.93025041
3498,818368.4092469844
3499,11561790.353267185
3500,154800.26510802933
3501,67092146.69785194
3502,65057746.15092148
3503,32315620.32511865
3504,49360943.30995645
3505,947810.8857403862
3506,44226911.287934445
3507,128613879.9938405
3508,8182754.250282985
3509,5300830.714081429
3510,6170792.704444531
3511,14015797.56730105
3512,198724605.84290826
3513,8005051.218503069
3514,29696910.651820514
3515,790645.7365130314
3516,12660289.30733098
3517,159650297.32063824
3518,42358369.76724557
3519,587454.6154784888
3520,1155003.6166910692
3521,121289.26303610009
3522,3496114.3564801235
3523,6476782.873392414
3524,26329838.95120952
3525,153405344.7419988
3526,30648666.31743554
3527,12242578.341532325
3528,2768360.194265907
3529,271968170.3687835
3530,44626944.160145834
3531,20178943.193866346
3532,265632855.30663115
3533,12997746.088957379
3534,16428514.334808135
3535,263654085.94466802
3536,3076880.046214749
3537,77745051.45298612
3538,77168575.55468546
3539,24260140.777234778
3540,16371840.454878815
3541,13324209.025473285
3542,41819749.47726916
3543,81908.56365399218
3544,72539568.29115944
3545,929660.012070385
3546,399993.7640280335
3547,120251223.10590014
3548,380008537.80631083
3549,207048.6915873514
3550,290972628.88044673
3551,106435557.46754333
3552,490560953.2677835
3553,33461220.97170419
3554,165001783.95236742
3555,97417996.18936758
3556,24566588.13478132
3557,20218150.83097116
3558,205604196.55156752
3559,66288317.74278175
3560,31571.844455023776
3561,75496291.44067511
3562,2405703.2953794333
3563,1152278.0207450264
3564,151332.3658371561
3565,24293338.941254914
3566,30065234.475643095
3567,4569920.366555181
3568,641024.0407234197
3569,151631625.08866218
3570,523088.2104364695
3571,36020322.491872534
3572,69367433.85496292
3573,5256627.739872781
3574,21449186.591085795
3575,2343776.8457378843
3576,43873555.52399885
3577,766682.6821012349
3578,32854450.39394226
3579,45956224.2293319
3580,6998267.672356004
3581,28277346.876803365
3582,163406190.61784098
3583,112026.51832032106
3584,8989003.952514859
3585,53297211.94848262
3586,5680655.342610487
3587,2405684.083369452
3588,1073253.9881747316
3589,2452687.742800746
3590,2135544.982100152
3591,415481130.0080886
3592,368882.60998653114
3593,102935.86470237808
3594,74633.42802324273
3595,17782693.183091234
3596,12803506.308757314
3597,8768355.982973097
3598,27921572.565372463
3599,5042889.637968865
3600,2469504.8862661053
3601,85593.27921539324
3602,200021.2539839278
3603,5176830.35446958
3604,2961273.635389021
3605,31762265.748770233
3606,869567.3010922252
3607,71405638.96962723
3608,114309354.2004567
3609,255686.8716545626
3610,29799598.826124985
3611,267853.86073467083
3612,3136162.076000492
3613,2415013.6955080754
3614,52118945.90228911
3615,58117218.64314587
3616,9729359.331311319
3617,8004889.22888006
3618,73432898.24789543
3619,39829.90775557443
3620,43977205.77417071
3621,231978937.24828184
3622,86822911.22898003
3623,27648225.880191427
3624,494100.5832903343
3625,171883.01930086548
3626,4741496.05985053
3627,39633226.94306989
3628,126942566.55899267
3629,1975359.2015351867
3630,301296.717662817
3631,114386188.67164874
3632,5671848.27789367
3633,34719918.01171183
3634,273149.74615561886
3635,445613.0931522764
3636,22347172.094192196
3637,321090.43182648334
3638,18787285.16700061
3639,173604731.66069347
3640,118776881.79559569
3641,1273085.1900934977
3642,721147.7773343866
3643,10752986.046262244
3644,12496573.755559374
3645,9730153.16299854
3646,19774055.465483792
3647,161953484.51006112
3648,4071176.8063882394
3649,14330136.419807715
3650,4982023.483487396
3651,310624468.37353826
3652,13063559.28336307
3653,437813662.49923956
3654,721753.3082380496
3655,21881597.949604034
3656,5946903.307651869
3657,17928.380931999614
3658,754315.9229198983
3659,126893382.4799313
3660,499322322.13023907
3661,10308933.39875167
3662,32617365.964610647
3663,207888023.345919
3664,501042.1603685491
3665,222278.64016302474
3666,8045442.096439614
3667,31522740.33031497
3668,85552886.37020917
3669,9189106.53239817
3670,36302077.51667066
3671,39259699.959997356
3672,3317667.9964409494
3673,61450437.33356389
3674,4105190.2945665764
3675,149663471.0189037
3676,30401288.712356843
3677,4718653.166294736
3678,15563275.724970417
3679,15327253.272810116
3680,834313.5718880366
3681,12379314.00243585
3682,55788501.11724769
3683,2120708.4404893555
3684,30499765.876373276
3685,96936978.69383784
3686,6066103.308883308
3687,118778878.39435096
3688,2493485.517659995
3689,250821.8000244891
3690,132966269.67770584
3691,2719450.967445803
3692,71964.07653829432
3693,74769262.44452837
3694,104220668.44036265
3695,33311350.565396637
3696,41785591.694320194
3697,25256355.23795246
3698,36302739.62295145
3699,1605419.8024919804
3700,151901.46809358388
3701,27157635.58917036
3702,53572.209361856156
3703,39358576.423834786
3704,81309339.75587352
3705,8449209.121528558
3706,41165900.89902067
3707,1385376.5246170282
3708,11434415.438800756
3709,153334050.2063493
3710,10379628.952721326
3711,573315.011088369
3712,16864736.00950468
3713,50021451.395793885
3714,453523.9857140071
3715,6452021.453383344
3716,3691112.18204777
3717,31986.465087624867
3718,4274843.026741265
3719,20760148.104646
3720,21319464.23479408
3721,853113.3573005927
3722,41969248.880218446
3723,63462.126040094525
3724,11553558.374178959
3725,7438810.983143744
3726,3365532.2188326307
3727,68902456.07034525
3728,48720552.34154756
3729,2745105.2611822705
3730,36705383.68337497
3731,93825666.63137655
3732,229754.90215469795
3733,274587097.3106341
3734,194203978.0258097
3735,8649915.057809692
3736,4090906.4832109567
3737,1221146.1237162321
3738,417051.1059588092
3739,16867474.474590547
3740,3928901.2980033066
3741,4088123.8382996493
3742,34000162.51663761
3743,2805261.7340564234
3744,120595315.97370182
3745,30381776.492359784
3746,94059184.19072562
3747,48999.32558718774
3748,1862483.3446561764
3749,8591573.52916534
3750,9803.369796301546
3751,3122755.812296587
3752,1165278.4259802825
3753,10591831.456900073
3754,20345783.625933956
3755,78029759.45299186
3756,6488748.747268717
3757,141158003.52825838
3758,75792666.19794522
3759,5637974.183088023
3760,254597645.74887976
3761,72646095.5159796
3762,531858491.3118264
3763,6050422.229275326
3764,25028693.93128271
3765,3738786.762407963
3766,1445789.9225697098
3767,69578610.67278542
3768,2633149.0599497654
3769,1510492.9265081857
3770,5398114.226754272
3771,28921683.02258967
3772,9151207.226313863
3773,166859956.64737356
3774,4617976.51405368
3775,156117216.26626828
3776,62111816.79339091
3777,1126112.1951455646
3778,81639.4082330734
3779,9372088.118858987
3780,90016.21536575475
3781,15165017.860664543
3782,242810.41038267984
3783,34709015.97275433
3784,975194.9150564364
3785,146637551.80128923
3786,6396388.063891188
3787,192784227.9244596
3788,180736505.1671462
3789,11011626.191461263
3790,736139.3492439858
3791,6212866.775656384
3792,19398.763620280624
3793,972686.1029008154
3794,2232178.73055375
3795,147547115.5908507
3796,17463635.897513375
3797,14345991.979744215
3798,21293707.540045835
3799,9410646.932244744
3800,361833.98905508296
3801,50265119.414712645
3802,831768.6813606897
3803,25973980.367444303
3804,388668.77829346573
3805,3382.285124196959
3806,48501188.17067855
3807,1510888.7762042992
3808,370351.67940895923
3809,6826835.669117906
3810,1022683.1197014956
3811,5908127.733972178
3812,1344672.1519598372
3813,118890.12691048527
3814,3590646.827554887
3815,35424618.86934166
3816,92862504.23528999
3817,201158419.75230718
3818,60056797.4781675
3819,49133872.120962955
3820,32936904.539396144
3821,187447592.7848121
3822,27812218.953967076
3823,4190842.039395451
3824,1794723.3902557762
3825,3615512.5754716527
3826,83468773.8070144
3827,74752854.11093734
3828,3070638.4060824392
3829,45629.41013894828
3830,26058839.07791951
3831,2553.3050187741787
3832,172742933.35720745
3833,19683140.49080575
3834,11623282.03951764
3835,8276039.81325114
3836,2422937.801479174
3837,74668232.64165819
3838,9217139.954051653
3839,1814770.8301588178
3840,58636293.24593651
3841,1297096.9951439234
3842,711249.2979416518
3843,63810891.10034655
3844,474675.30522593035
3845,8220.914852621529
3846,871770.4854114846
3847,66988.75460399082
3848,1122555.5185766958
3849,67906341.83242248
3850,4772018.003100152
3851,35823994.43272354
3852,1155008.850073097
3853,79723329.1236455
3854,125607.61354423533
3855,110275.45558304586
3856,19113439.26526474
3857,239377546.5592171
3858,440728.4943997156
3859,1438907.8798017916
3860,16150377.633688154
3861,24378515.234929282
3862,7220725.749174855
3863,61607886.193665035
3864,36158320.19817162
3865,54527457.05962031
3866,3079186.0592577183
3867,33319272.039790604
3868,602441.8876093186
3869,45432869.70502466
3870,86893251.53995615
3871,110730635.87327802
3872,8175050.57614154
3873,25050449.727091875
3874,365394.70857241214
3875,30710108.975376643
3876,494656.83632784116
3877,64178034.64539503
3878,137874055.44132996
3879,627559871.6474687
3880,19867928.17409705
3881,337319.54560586554
3882,4605248.531989866
3883,2089159.1228763817
3884,12339939.667519376
3885,18808806.75467122
3886,26684902.018944472
3887,5316534.715306351
3888,4489535.828037406
3889,4251177.842612499
3890,66362954.1163879
3891,1522461.7860748959
3892,9474726.730322946
3893,164209431.56239396
3894,28412541.356921144
3895,55337249.29914285
3896,57258602.94714194
3897,1904750.9959863396
3898,25588253.044080306
3899,88481822.98220004
3900,2732386.611060844
3901,63468.97469234071
3902,13392.353690687316
3903,2225318.9347997475
3904,8854385.456532283
3905,5869006.057735872
3906,124764588.684141
3907,7370075.10345105
3908,4960195.591838156
3909,136604.76409627148
3910,5647700.026420057
3911,832449.838180233
3912,14192565.271396095
3913,103576041.78575893
3914,3968808.521343685
3915,276895942.8918976
3916,117730.87077258556
3917,19148279.009740725
3918,1358075.403479749
3919,82218173.79387656
3920,48175706.19137106
3921,135398.18693152108
3922,8294795.283175739
3923,31978261.850976996
3924,14336998.325939313
3925,130317849.21648467
3926,4202876.908262648
3927,70319440.67744039
3928,45580599.692875884
3929,31667380.363074385
3930,579611.8880843405
3931,22156353.16644178
3932,4339849.43291527
3933,65944560.15696944
3934,44316166.34543342
3935,14659.726760184647
3936,5641.63039492286
3937,67292917.02264035
3938,4645416.07311081
3939,28103907.658076327
3940,6560093.421704955
3941,16084763.974134138
3942,182564617.2044196
3943,300854988.3070265
3944,2315932.690572315
3945,168169162.44631138
3946,3208654.829133981
3947,47478528.493452474
3948,2166996.2632025937
3949,128084.58152535839
3950,552410.2608035366
3951,2621390.7409900236
3952,24491592.592278946
3953,90638647.09007731
3954,514801510.64650375
3955,7688471.378058975
3956,111763266.47602877
3957,23675055.604005728
3958,362406.9413067827
3959,20636800.542616628
3960,573068.7002990493
3961,16531361.495540937
3962,336074.7468943469
3963,8936129.461058214
3964,411067495.74939144
3965,61866006.5566419
3966,19771602.124105286
3967,499041789.5652707
3968,4266828.78693843
3969,2223027.3775741355
3970,3188664.051952585
3971,36592111.50369877
3972,47066501.71310545
3973,90332197.76422141
3974,171570.61356735567
3975,78015885.23486643
3976,47900170.04477424
3977,35762438.435898505
3978,69879681.72919385
3979,189522.35985870895
3980,311453.202145302
3981,1946815.8569291623
3982,2633523.667236597
3983,5830171.050052802
3984,70865254.14894608
3985,1328701.9240329193
3986,438917127.1663009
3987,18431227.882444
3988,8521255.377023371
3989,33625874.40488723
3990,45922400.80155044
3991,661862.5487186697
3992,283454.02308596927
3993,16184541.481946139
3994,26152091.63131476
3995,28787295.680609666
3996,51685590.00159676
3997,4892793.637419613
3998,66609858.55693789
3999,16495966.188443813
4000,48616340.53469438
4001,3228896.033492423
4002,374475913.3043556
4003,5473.747211391806
4004,21015627.40349107
4005,314709.8906404624
4006,35530001.9126833
4007,457741.01443521125
4008,9301661.11697732
4009,7688787.640125295
4010,30722.913266837033
4011,13170359.26567267
4012,202756200.92976397
4013,22834137.479739267
