id,revenue
3001,1366395.4
3002,284025.75
3003,5546352.5
3004,8499441.0
3005,583492.56
3006,4342799.5
3007,7487408.5
3008,13772293.0
3009,19054166.0
3010,207450240.0
3011,62154.613
3012,194323.97
3013,26507984.0
3014,30377.7
3015,11374594.0
3016,118829.84
3017,96220824.0
3018,194736180.0
3019,29475668.0
3020,488236030.0
3021,72220184.0
3022,64421068.0
3023,157279.17
3024,18512898.0
3025,287782.97
3026,160094600.0
3027,3787578.8
3028,124564610.0
3029,4840.171
3030,106950520.0
3031,4311268.5
3032,9578442.0
3033,5741.233
3034,76660.01
3035,95275.78
3036,13819078.0
3037,104152100.0
3038,5623501.5
3039,11421487.0
3040,591593.6
3041,8328666.5
3042,806502.0
3043,4375650.0
3044,1731962.2
3045,298238720.0
3046,155122.64
3047,1968527.5
3048,22185666.0
3049,13067479.0
3050,76539710.0
3051,667.0478
3052,11680482.0
3053,83637.73
3054,210958.28
3055,18442762.0
3056,20165.027
3057,62538444.0
3058,609950000.0
3059,185038.12
3060,38192760.0
3061,30440052.0
3062,5284468.5
3063,29452738.0
3064,22175386.0
3065,6790616.0
3066,116562970.0
3067,1125091.0
3068,40299988.0
3069,307199170.0
3070,956004.8
3071,15706508.0
3072,345989380.0
3073,3007509.2
3074,402542.2
3075,42911800.0
3076,89884950.0
3077,6276898.0
3078,49704370.0
3079,50293530.0
3080,76595940.0
3081,16817456.0
3082,10855556.0
3083,13180046.0
3084,83.051155
3085,4692069.0
3086,68885650.0
3087,91255.25
3088,245166.64
3089,2081.8657
3090,18659058.0
3091,7166515.5
3092,6397525.5
3093,148853600.0
3094,97972370.0
3095,17405660.0
3096,903461.8
3097,463444380.0
3098,15645573.0
3099,54333410.0
3100,5024574.5
3101,8763357.0
3102,731310.6
3103,866653.5
3104,115475.7
3105,75819320.0
3106,42301504.0
3107,13204403.0
3108,1921498.6
3109,9317964.0
3110,289910430.0
3111,6498396.0
3112,518917.47
3113,7364644.5
3114,17062168.0
3115,24562634.0
3116,3550294.8
3117,141328.53
3118,1989025.1
3119,352645220.0
3120,54810650.0
3121,352475.56
3122,2332271.2
3123,2543883.2
3124,397024.6
3125,171802.19
3126,17560152.0
3127,5768570.0
3128,18379378.0
3129,49644016.0
3130,4807857.0
3131,1303788.8
3132,13758772.0
3133,45014.395
3134,8442423.0
3135,2601161.8
3136,6088805.0
3137,115199700.0
3138,149150.92
3139,43499110.0
3140,32559886.0
3141,19770842.0
3142,45591.83
3143,225994030.0
3144,13835430.0
3145,8352346.0
3146,478688.7
3147,19472270.0
3148,336770.34
3149,20677146.0
3150,15494326.0
3151,7503034.0
3152,14677709.0
3153,445265.28
3154,6957375.0
3155,53606052.0
3156,2266604.2
3157,1277323.1
3158,52483456.0
3159,7710276.0
3160,9603119.0
3161,458201.97
3162,1794512.9
3163,22497420.0
3164,319557.0
3165,197340.84
3166,478523.9
3167,31870554.0
3168,688419.3
3169,18946352.0
3170,8899068.0
3171,46465940.0
3172,17127380.0
3173,111525.75
3174,596817.25
3175,3111779.2
3176,12191851.0
3177,44343520.0
3178,3717098.5
3179,6555731.0
3180,5286207.5
3181,154290.06
3182,157849020.0
3183,25237422.0
3184,11015575.0
3185,18760978.0
3186,22744472.0
3187,3224885.2
3188,13362218.0
3189,87525040.0
3190,16478499.0
3191,6826295.5
3192,234341.1
